date,BOCORWF1,CAPTL_WF,CULLRGWF,GULLRWF1,GUNNING1,SAPHWF1,TARALGA1,WOODLWN1,WRWF1
2018/1/4 20:00,6.030833333,33.74433375,10.60583333,37.36633833,23.68684583,0,25.095315,15.66974417,76.08989417
2018/1/4 21:00,3.114166667,31.21566533,15.09,29.7983475,22.70975167,0,20.6834375,16.277255,78.34073083
2018/1/4 22:00,0.4625,19.52933375,13.82916667,25.44904833,24.15928667,0,17.34062667,12.869995,80.28978917
2018/1/4 23:00,0.004166667,12.2173335,13.3625,30.90166167,26.82481583,0,18.92687583,12.84749833,83.88146
2018/1/5 0:00,0.121666667,5.090333417,14.98333342,31.63124667,27.27563917,0,19.18906,8.651251667,60.7276025
2018/1/5 1:00,2.210833333,0,11.13916667,36.24166833,22.7498225,0,20.24750167,5.156249167,35.78937417
2018/1/5 2:00,7.475833333,0,9.7475,32.01266917,20.70088833,0,21.4275025,4.402493333,29.8466675
2018/1/5 3:00,20.42583333,0,8.9025,33.30882417,19.8602725,0,21.33843333,1.9410025,17.01760167
2018/1/5 4:00,14.28833333,0,9.189166667,28.2478825,20.04786417,0,21.64,1.690501667,8.388020833
2018/1/5 5:00,30.45333333,0,11.22083333,34.19545583,19.31773833,0,22.4599975,0.18,-0.317085833
2018/1/5 6:00,38.0875,0,8.485,24.5931675,10.89592417,0,19.0512475,0.3764975,-1.28396
2018/1/5 7:00,24.6675,0,3.3825,4.940641667,0.564161667,0,19.82531417,0,-1.321565
2018/1/5 8:00,5.815833333,0,-0.016666667,0,-0.2326125,0,16.66843583,0,-0.412084167
2018/1/5 9:00,5.213333333,0,0.530833333,4.23155,-0.191485,0,14.68374917,0,2.7783325
2018/1/5 10:00,8.02,0,2.4075,14.02324667,3.108485,0,20.70843917,2.5754975,5.8626025
2018/1/5 11:00,15.07416667,0,2.99,16.81867667,5.470048333,0,25.51968333,4.960495833,10.85395917
2018/1/5 12:00,35.78166667,17.62266733,5.796666667,18.07306917,6.044785833,0,25.845,11.53650167,6.852606667
2018/1/5 13:00,37.37666667,34.13966683,6.7225,21.43934083,8.056295,0,28.5549975,17.56949667,3.562603333
2018/1/5 14:00,44.39416667,24.76133458,9.658333333,24.510395,11.68079583,0,31.299375,16.96425083,-0.560835
2018/1/5 15:00,31.85166667,46.91266633,12.81083325,32.34204917,14.51044,0,33.3237475,17.6655,-1.263333333
2018/1/5 16:00,26.16833333,48.17366792,9.869166583,25.1887725,9.781364167,0,33.38062333,17.618245,0.449895833
2018/1/5 17:00,21.61,29.33366592,6.226666667,20.06636833,6.388689167,0,28.91937917,13.47600417,8.038021667
2018/1/5 18:00,15.29833333,58.60199925,3.2525,5.9117275,2.008210833,0,24.77343333,11.59349583,32.138645
2018/1/5 19:00,9.1375,70.47233367,1.6625,2.078658333,1.3094275,0,23.37624917,12.13275083,63.29375
2018/1/5 20:00,7.744166667,66.96133292,4.62,12.8123975,6.39616,0,29.32781667,15.3825025,84.11895667
2018/1/5 21:00,3.6125,47.8940005,6.283333333,21.24052667,16.494575,0,22.96468667,15.35849667,77.80406333
2018/1/5 22:00,4.805833333,35.87666842,7.31,15.00453917,14.54158333,0,20.61531667,15.16200667,79.287815
2018/1/5 23:00,14.69833333,24.0720005,7.763333333,15.16325333,12.25057333,0,23.0643775,12.0525025,62.44843833
2018/1/6 0:00,8.711666667,9.775000917,8.030833333,10.27125333,9.927164167,0,22.7893775,10.414505,55.01250083
2018/1/6 1:00,6.011666667,0,9.0125,9.234476667,9.6009825,0,20.57312667,4.7737475,50.40791667
2018/1/6 2:00,10.46,0,5.608333333,13.426795,8.018076667,0,21.06593333,2.487744167,40.02583083
2018/1/6 3:00,20.49,0,2.735,11.31485083,6.201959167,0,19.39375417,0.584249167,21.946875
2018/1/6 4:00,29.17,0,2.083333333,15.28017667,6.473721667,0,21.42687083,0.056999167,10.47166583
2018/1/6 5:00,31.61416667,0,0.369166667,15.94063833,4.624740833,0,29.23594083,0,1.544895833
2018/1/6 6:00,25.43166667,0,-0.033333333,13.29623917,2.12432,0,33.12249917,0.948000833,-1.139896667
2018/1/6 7:00,11.00583333,0,0.615,6.9442125,1.332370833,0,23.6231275,1.97325,-1.251666667
2018/1/6 8:00,9.723333333,0,0.36,19.35471417,1.8823125,0,28.74375667,1.3124975,-1.284998333
2018/1/6 9:00,15.295,0.69933325,3.408333333,41.44854833,11.13416167,0,41.13062167,6.74475,-0.6678125
2018/1/6 10:00,33.24416667,30.43199908,14.31583342,75.94262833,26.17939417,0,54.807815,21.6960025,-0.173333333
2018/1/6 11:00,73.00666667,89.26500058,19.04250017,94.18635583,28.80326583,0,58.54656417,32.097755,-0.873020833
2018/1/6 12:00,88.18,104.704333,20.45333317,89.7056475,28.71691083,0,57.034375,36.73274583,-1.21125
2018/1/6 13:00,76.32916667,99.74566592,17.02333308,83.230755,25.53337833,0,53.6006275,38.145,-1.350521667
2018/1/6 14:00,101.0533333,97.97199817,18.15666683,81.54971833,28.61990833,0,52.55562583,36.2677525,-1.249479167
2018/1/6 15:00,98.25166667,104.7333324,15.86000017,78.80548333,25.60551833,0,53.83187833,37.935,-1.305208333
2018/1/6 16:00,98.58916667,94.20966592,15.6233335,74.3546475,25.25474,0,51.86375,37.66649583,-1.292084167
2018/1/6 17:00,100.6625,81.531667,13.69333342,64.4963975,22.35718833,0,50.9340625,37.55550417,-1.361666667
2018/1/6 18:00,102.5533333,67.79699892,10.01749992,34.21678667,12.68050167,0,34.30343833,29.1675,-1.321145833
2018/1/6 19:00,73.36666667,33.20599933,5.538333333,19.56974333,9.351965,0,24.66718917,12.10950583,17.1486425
2018/1/6 20:00,32.9625,21.86233392,8.596666667,32.751635,17.49249583,0,26.09906417,11.3160025,33.49708417
2018/1/6 21:00,36.69,14.92100008,11.7125,46.42590083,25.783125,0,24.73094,10.38449583,27.43604167
2018/1/6 22:00,73.58333333,3.265999583,8.675833333,54.46318583,30.62639417,0,28.11375333,10.21349333,22.12270583
2018/1/6 23:00,77.9175,0,7.3925,75.80440667,33.66432083,0,44.64749833,4.483499167,18.09875083
2018/1/7 0:00,62.30083333,14.05633367,8.909166667,89.66553667,34.60907917,0,54.21406,6.69825,11.21739667
2018/1/7 1:00,37.8175,17.45933533,8.910833333,99.07835833,36.77802583,0,58.34687333,9.0855,8.117916667
2018/1/7 2:00,23.9775,5.12299975,12.16833333,103.4387742,38.20561,0,59.42531083,11.68425167,5.700210833
2018/1/7 3:00,7.165,8.307667417,14.94833325,110.582645,39.9830475,0,61.22187167,11.42774583,1.691563333
2018/1/7 4:00,6.836666667,12.77933242,19.3516665,124.8192392,40.56823167,0,75.5753125,16.028245,2.724168333
2018/1/7 5:00,15.67916667,7.268332667,21.38416675,125.30133,37.73389167,0,85.48781333,15.12000083,0.690625833
2018/1/7 6:00,6.796666667,0,17.71750025,122.3967042,36.473995,0,81.62812667,14.07975167,1.167500833
2018/1/7 7:00,0.670833333,4.90433375,19.69,123.0050775,35.31077167,0,87.86843417,7.7827525,1.802705833
2018/1/7 8:00,14.85333333,55.30699992,22.51666675,127.13768,36.0584825,0,87.6271875,36.78900333,4.751043333
2018/1/7 9:00,51.58916667,100.9476663,19.79916683,126.4302925,36.72354083,0,88.2409375,40.5217525,9.87719
2018/1/7 10:00,41.22166667,103.8859985,16.89749992,122.9325692,34.41051417,0,84.33687083,40.8322475,16.21656333
